Date,Price,Year,Month,Month Name,Year-Month,% Change,Moving Average
2006-01-01,549.86,2006,1,January,2006-01,7.8,512.21
2006-02-01,555.0,2006,2,February,2006-02,0.93,538.32
2006-03-01,557.09,2006,3,March,2006-03,0.38,553.98
2006-04-01,610.65,2006,4,April,2006-04,9.61,574.25
2006-05-01,675.39,2006,5,May,2006-05,10.6,614.38
2006-06-01,596.14,2006,6,June,2006-06,-11.73,627.4
2006-07-01,633.71,2006,7,July,2006-07,6.3,635.08
2006-08-01,632.59,2006,8,August,2006-08,-0.18,620.82
2006-09-01,598.19,2006,9,September,2006-09,-5.44,621.5
2006-10-01,585.78,2006,10,October,2006-10,-2.07,605.52
2006-11-01,627.83,2006,11,November,2006-11,7.18,603.93
2006-12-01,629.79,2006,12,December,2006-12,0.31,614.47
2007-01-01,631.17,2007,1,January,2007-01,0.22,629.59
2007-02-01,664.74,2007,2,February,2007-02,5.32,641.9
2007-03-01,654.9,2007,3,March,2007-03,-1.48,650.27
2007-04-01,679.37,2007,4,April,2007-04,3.74,666.34
2007-05-01,667.31,2007,5,May,2007-05,-1.77,667.19
2007-06-01,655.66,2007,6,June,2007-06,-1.75,667.45
2007-07-01,665.38,2007,7,July,2007-07,1.48,662.78
2007-08-01,665.41,2007,8,August,2007-08,0.0,662.15
2007-09-01,712.65,2007,9,September,2007-09,7.1,681.15
2007-10-01,754.6,2007,10,October,2007-10,5.89,710.89
2007-11-01,806.25,2007,11,November,2007-11,6.84,757.84
2007-12-01,803.2,2007,12,December,2007-12,-0.38,788.02
2008-01-01,889.6,2008,1,January,2008-01,10.76,833.02
2008-02-01,922.3,2008,2,February,2008-02,3.68,871.7
2008-03-01,968.43,2008,3,March,2008-03,5.0,926.78
2008-04-01,909.7,2008,4,April,2008-04,-6.06,933.48
2008-05-01,888.66,2008,5,May,2008-05,-2.31,922.27
2008-06-01,889.49,2008,6,June,2008-06,0.09,895.95
2008-07-01,939.77,2008,7,July,2008-07,5.65,905.97
2008-08-01,839.02,2008,8,August,2008-08,-10.72,889.43
2008-09-01,829.93,2008,9,September,2008-09,-1.08,869.58
2008-10-01,806.62,2008,10,October,2008-10,-2.81,825.19
2008-11-01,760.86,2008,11,November,2008-11,-5.67,799.14
2008-12-01,816.09,2008,12,December,2008-12,7.26,794.53
2009-01-01,858.69,2009,1,January,2009-01,5.22,811.88
2009-02-01,943.0,2009,2,February,2009-02,9.82,872.59
2009-03-01,924.27,2009,3,March,2009-03,-1.99,908.65
2009-04-01,890.2,2009,4,April,2009-04,-3.69,919.16
2009-05-01,928.64,2009,5,May,2009-05,4.32,914.37
2009-06-01,945.67,2009,6,June,2009-06,1.83,921.51
2009-07-01,934.23,2009,7,July,2009-07,-1.21,936.18
2009-08-01,949.38,2009,8,August,2009-08,1.62,943.09
2009-09-01,996.59,2009,9,September,2009-09,4.97,960.06
2009-10-01,1043.16,2009,10,October,2009-10,4.67,996.38
2009-11-01,1127.04,2009,11,November,2009-11,8.04,1055.6
2009-12-01,1134.72,2009,12,December,2009-12,0.68,1101.64
2010-01-01,1117.96,2010,1,January,2010-01,-1.48,1126.57
2010-02-01,1095.41,2010,2,February,2010-02,-2.02,1116.03
2010-03-01,1113.34,2010,3,March,2010-03,1.64,1108.9
2010-04-01,1148.69,2010,4,April,2010-04,3.18,1119.15
2010-05-01,1205.43,2010,5,May,2010-05,4.94,1155.82
2010-06-01,1232.92,2010,6,June,2010-06,2.28,1195.68
2010-07-01,1192.97,2010,7,July,2010-07,-3.24,1210.44
2010-08-01,1215.81,2010,8,August,2010-08,1.91,1213.9
2010-09-01,1270.98,2010,9,September,2010-09,4.54,1226.58
2010-10-01,1342.02,2010,10,October,2010-10,5.59,1276.27
2010-11-01,1369.89,2010,11,November,2010-11,2.08,1327.63
2010-12-01,1390.55,2010,12,December,2010-12,1.51,1367.49
2011-01-01,1360.46,2011,1,January,2011-01,-2.16,1373.63
2011-02-01,1374.68,2011,2,February,2011-02,1.05,1375.23
2011-03-01,1423.26,2011,3,March,2011-03,3.53,1386.13
2011-04-01,1480.89,2011,4,April,2011-04,4.05,1426.28
2011-05-01,1512.58,2011,5,May,2011-05,2.14,1472.24
2011-06-01,1529.36,2011,6,June,2011-06,1.11,1507.61
2011-07-01,1572.75,2011,7,July,2011-07,2.84,1538.23
2011-08-01,1759.01,2011,8,August,2011-08,11.84,1620.37
2011-09-01,1772.14,2011,9,September,2011-09,0.75,1701.3
2011-10-01,1666.43,2011,10,October,2011-10,-5.97,1732.53
2011-11-01,1739.0,2011,11,November,2011-11,4.35,1725.86
2011-12-01,1639.97,2011,12,December,2011-12,-5.69,1681.8
2012-01-01,1654.05,2012,1,January,2012-01,0.86,1677.67
2012-02-01,1744.82,2012,2,February,2012-02,5.49,1679.61
2012-03-01,1675.95,2012,3,March,2012-03,-3.95,1691.61
2012-04-01,1649.2,2012,4,April,2012-04,-1.6,1689.99
2012-05-01,1589.04,2012,5,May,2012-05,-3.65,1638.06
2012-06-01,1598.76,2012,6,June,2012-06,0.61,1612.33
2012-07-01,1594.29,2012,7,July,2012-07,-0.28,1594.03
2012-08-01,1630.31,2012,8,August,2012-08,2.26,1607.79
2012-09-01,1744.81,2012,9,September,2012-09,7.02,1656.47
2012-10-01,1746.58,2012,10,October,2012-10,0.1,1707.23
2012-11-01,1721.64,2012,11,November,2012-11,-1.43,1737.68
2012-12-01,1684.76,2012,12,December,2012-12,-2.14,1717.66
2013-01-01,1671.85,2013,1,January,2013-01,-0.77,1692.75
2013-02-01,1627.57,2013,2,February,2013-02,-2.65,1661.39
2013-03-01,1593.09,2013,3,March,2013-03,-2.12,1630.83
2013-04-01,1487.86,2013,4,April,2013-04,-6.61,1569.5
2013-05-01,1414.03,2013,5,May,2013-05,-4.96,1498.32
2013-06-01,1343.35,2013,6,June,2013-06,-5.0,1415.08
2013-07-01,1285.52,2013,7,July,2013-07,-4.31,1347.63
2013-08-01,1351.74,2013,8,August,2013-08,5.15,1326.87
2013-09-01,1348.6,2013,9,September,2013-09,-0.23,1328.62
2013-10-01,1316.58,2013,10,October,2013-10,-2.37,1338.97
2013-11-01,1275.86,2013,11,November,2013-11,-3.09,1313.68
2013-12-01,1221.51,2013,12,December,2013-12,-4.26,1271.32
2014-01-01,1244.27,2014,1,January,2014-01,1.86,1247.21
2014-02-01,1299.58,2014,2,February,2014-02,4.45,1255.12
2014-03-01,1336.08,2014,3,March,2014-03,2.81,1293.31
2014-04-01,1298.45,2014,4,April,2014-04,-2.82,1311.37
2014-05-01,1288.74,2014,5,May,2014-05,-0.75,1307.76
2014-06-01,1279.1,2014,6,June,2014-06,-0.75,1288.76
2014-07-01,1310.59,2014,7,July,2014-07,2.46,1292.81
2014-08-01,1295.13,2014,8,August,2014-08,-1.18,1294.94
2014-09-01,1236.55,2014,9,September,2014-09,-4.52,1280.76
2014-10-01,1222.49,2014,10,October,2014-10,-1.14,1251.39
2014-11-01,1175.33,2014,11,November,2014-11,-3.86,1211.46
2014-12-01,1200.62,2014,12,December,2014-12,2.15,1199.48
2015-01-01,1250.75,2015,1,January,2015-01,4.18,1208.9
2015-02-01,1227.08,2015,2,February,2015-02,-1.89,1226.15
2015-03-01,1178.63,2015,3,March,2015-03,-3.95,1218.82
2015-04-01,1198.93,2015,4,April,2015-04,1.72,1201.55
2015-05-01,1198.63,2015,5,May,2015-05,-0.03,1192.06
2015-06-01,1181.5,2015,6,June,2015-06,-1.43,1193.02
2015-07-01,1128.31,2015,7,July,2015-07,-4.5,1169.48
2015-08-01,1117.93,2015,8,August,2015-08,-0.92,1142.58
2015-09-01,1124.77,2015,9,September,2015-09,0.61,1123.67
2015-10-01,1159.25,2015,10,October,2015-10,3.07,1133.98
2015-11-01,1086.44,2015,11,November,2015-11,-6.28,1123.49
2015-12-01,1075.74,2015,12,December,2015-12,-0.98,1107.14
2016-01-01,1097.91,2016,1,January,2016-01,2.06,1086.7
2016-02-01,1199.5,2016,2,February,2016-02,9.25,1124.38
2016-03-01,1245.14,2016,3,March,2016-03,3.8,1180.85
2016-04-01,1242.26,2016,4,April,2016-04,-0.23,1228.97
2016-05-01,1260.95,2016,5,May,2016-05,1.5,1249.45
2016-06-01,1276.4,2016,6,June,2016-06,1.23,1259.87
2016-07-01,1336.66,2016,7,July,2016-07,4.72,1291.34
2016-08-01,1340.17,2016,8,August,2016-08,0.26,1317.74
2016-09-01,1326.61,2016,9,September,2016-09,-1.01,1334.48
2016-10-01,1266.55,2016,10,October,2016-10,-4.53,1311.11
2016-11-01,1238.35,2016,11,November,2016-11,-2.23,1277.17
2016-12-01,1157.36,2016,12,December,2016-12,-6.54,1220.75
2017-01-01,1192.1,2017,1,January,2017-01,3.0,1195.94
2017-02-01,1234.2,2017,2,February,2017-02,3.53,1194.55
2017-03-01,1231.42,2017,3,March,2017-03,-0.23,1219.24
2017-04-01,1266.88,2017,4,April,2017-04,2.88,1244.17
2017-05-01,1246.04,2017,5,May,2017-05,-1.64,1248.11
2017-06-01,1260.26,2017,6,June,2017-06,1.14,1257.73
2017-07-01,1236.84,2017,7,July,2017-07,-1.86,1247.71
2017-08-01,1283.04,2017,8,August,2017-08,3.74,1260.05
2017-09-01,1314.07,2017,9,September,2017-09,2.42,1277.98
2017-10-01,1279.51,2017,10,October,2017-10,-2.63,1292.21
2017-11-01,1281.9,2017,11,November,2017-11,0.19,1291.83
2017-12-01,1264.45,2017,12,December,2017-12,-1.36,1275.29
2018-01-01,1331.3,2018,1,January,2018-01,5.29,1292.55
2018-02-01,1330.73,2018,2,February,2018-02,-0.04,1308.83
2018-03-01,1324.66,2018,3,March,2018-03,-0.46,1328.9
2018-04-01,1334.76,2018,4,April,2018-04,0.76,1330.05
2018-05-01,1303.45,2018,5,May,2018-05,-2.35,1320.96
2018-06-01,1281.57,2018,6,June,2018-06,-1.68,1306.59
2018-07-01,1237.71,2018,7,July,2018-07,-3.42,1274.24
2018-08-01,1201.71,2018,8,August,2018-08,-2.91,1240.33
2018-09-01,1198.39,2018,9,September,2018-09,-0.28,1212.6
2018-10-01,1215.39,2018,10,October,2018-10,1.42,1205.16
2018-11-01,1220.65,2018,11,November,2018-11,0.43,1211.48
2018-12-01,1250.4,2018,12,December,2018-12,2.44,1228.81
2019-01-01,1291.75,2019,1,January,2019-01,3.31,1254.27
2019-02-01,1320.07,2019,2,February,2019-02,2.19,1287.41
2019-03-01,1300.9,2019,3,March,2019-03,-1.45,1304.24
2019-04-01,1285.91,2019,4,April,2019-04,-1.15,1302.29
2019-05-01,1283.7,2019,5,May,2019-05,-0.17,1290.17
2019-06-01,1359.04,2019,6,June,2019-06,5.87,1309.55
2019-07-01,1412.89,2019,7,July,2019-07,3.96,1351.88
2019-08-01,1500.41,2019,8,August,2019-08,6.19,1424.11
2019-09-01,1510.58,2019,9,September,2019-09,0.68,1474.63
2019-10-01,1494.81,2019,10,October,2019-10,-1.04,1501.93
2019-11-01,1470.79,2019,11,November,2019-11,-1.61,1492.06
2019-12-01,1479.13,2019,12,December,2019-12,0.57,1481.58
2020-01-01,1560.67,2020,1,January,2020-01,5.51,1503.53
2020-02-01,1597.1,2020,2,February,2020-02,2.33,1545.63
2020-03-01,1591.93,2020,3,March,2020-03,-0.32,1583.23
2020-04-01,1683.17,2020,4,April,2020-04,5.73,1624.07
2020-05-01,1715.91,2020,5,May,2020-05,1.95,1663.67
2020-06-01,1732.22,2020,6,June,2020-06,0.95,1710.43
2020-07-01,1846.51,2020,7,July,2020-07,6.6,1764.88
2020-08-01,1968.63,2020,8,August,2020-08,6.61,1849.12
2020-09-01,1921.92,2020,9,September,2020-09,-2.37,1912.35
2020-10-01,1900.27,2020,10,October,2020-10,-1.13,1930.27
2020-11-01,1866.3,2020,11,November,2020-11,-1.79,1896.16
2020-12-01,1858.42,2020,12,December,2020-12,-0.42,1875.0
2021-01-01,1866.98,2021,1,January,2021-01,0.46,1863.9
2021-02-01,1808.17,2021,2,February,2021-02,-3.15,1844.52
2021-03-01,1718.23,2021,3,March,2021-03,-4.97,1797.79
2021-04-01,1760.04,2021,4,April,2021-04,2.43,1762.15
2021-05-01,1850.26,2021,5,May,2021-05,5.13,1776.18
2021-06-01,1834.57,2021,6,June,2021-06,-0.85,1814.96
2021-07-01,1807.84,2021,7,July,2021-07,-1.46,1830.89
2021-08-01,1785.28,2021,8,August,2021-08,-1.25,1809.23
2021-09-01,1775.14,2021,9,September,2021-09,-0.57,1789.42
2021-10-01,1776.85,2021,10,October,2021-10,0.1,1779.09
2021-11-01,1821.76,2021,11,November,2021-11,2.53,1791.25
2021-12-01,1790.43,2021,12,December,2021-12,-1.72,1796.35
2022-01-01,1816.02,2022,1,January,2022-01,1.43,1809.4
2022-02-01,1856.3,2022,2,February,2022-02,2.22,1820.92
2022-03-01,1947.83,2022,3,March,2022-03,4.93,1873.38
2022-04-01,1936.86,2022,4,April,2022-04,-0.56,1913.66
2022-05-01,1848.5,2022,5,May,2022-05,-4.56,1911.06
2022-06-01,1836.57,2022,6,June,2022-06,-0.65,1873.98
2022-07-01,1732.74,2022,7,July,2022-07,-5.65,1805.94
2022-08-01,1764.56,2022,8,August,2022-08,1.84,1777.96
2022-09-01,1680.78,2022,9,September,2022-09,-4.75,1726.03
2022-10-01,1664.45,2022,10,October,2022-10,-0.97,1703.26
2022-11-01,1725.07,2022,11,November,2022-11,3.64,1690.1
2022-12-01,1797.55,2022,12,December,2022-12,4.2,1729.02
2023-01-01,1897.71,2023,1,January,2023-01,5.57,1806.78
2023-02-01,1854.54,2023,2,February,2023-02,-2.27,1849.93
2023-03-01,1912.73,2023,3,March,2023-03,3.14,1888.33
2023-04-01,1999.77,2023,4,April,2023-04,4.55,1922.35
2023-05-01,1992.13,2023,5,May,2023-05,-0.38,1968.21
2023-06-01,1942.9,2023,6,June,2023-06,-2.47,1978.27
2023-07-01,1951.02,2023,7,July,2023-07,0.42,1962.02
2023-08-01,1918.7,2023,8,August,2023-08,-1.66,1937.54
2023-09-01,1915.95,2023,9,September,2023-09,-0.14,1928.56
2023-10-01,1916.25,2023,10,October,2023-10,0.02,1916.97
2023-11-01,1984.11,2023,11,November,2023-11,3.54,1938.77
2023-12-01,2026.18,2023,12,December,2023-12,2.12,1975.51
2024-01-01,2034.04,2024,1,January,2024-01,0.39,2014.78
2024-02-01,2023.24,2024,2,February,2024-02,-0.53,2027.82
2024-03-01,2158.01,2024,3,March,2024-03,6.66,2071.76
2024-04-01,2331.45,2024,4,April,2024-04,8.04,2170.9
2024-05-01,2351.13,2024,5,May,2024-05,0.84,2280.2
2024-06-01,2326.44,2024,6,June,2024-06,-1.05,2336.34
2024-07-01,2398.2,2024,7,July,2024-07,3.08,2358.59
2024-08-01,2470.15,2024,8,August,2024-08,3.0,2398.26
2024-09-01,2570.55,2024,9,September,2024-09,4.06,2479.63
2024-10-01,2690.08,2024,10,October,2024-10,4.65,2576.93
2024-11-01,2651.13,2024,11,November,2024-11,-1.45,2637.25
2024-12-01,2648.01,2024,12,December,2024-12,-0.12,2663.07
2025-01-01,2709.69,2025,1,January,2025-01,2.33,2669.61
2025-02-01,2894.73,2025,2,February,2025-02,6.83,2750.81
2025-03-01,2983.25,2025,3,March,2025-03,3.06,2862.56
2025-04-01,3217.64,2025,4,April,2025-04,7.86,3031.87
2025-05-01,3309.49,2025,5,May,2025-05,2.85,3170.13
2025-06-01,3352.66,2025,6,June,2025-06,1.3,3293.26
2025-07-01,3340.15,2025,7,July,2025-07,-0.37,3334.1
2025-08-01,3368.03,2025,8,August,2025-08,0.83,3353.61
2025-09-01,3667.68,2025,9,September,2025-09,8.9,3458.62
2025-10-01,4058.33,2025,10,October,2025-10,10.65,3698.01
2025-11-01,4087.19,2025,11,November,2025-11,0.71,3937.73
2025-12-01,4309.23,2025,12,December,2025-12,5.43,4151.58
2026-01-01,4752.75,2026,1,January,2026-01,10.29,4383.06
2026-02-01,5019.97,2026,2,February,2026-02,5.62,4693.98
2026-03-01,4855.54,2026,3,March,2026-03,-3.28,4876.09
2026-04-01,4721.42,2026,4,April,2026-04,-2.76,4865.64
